SampleID,aerobic_status_corrected,common,Proportion,Counts
CentralChimpanzee.GTptt306.Feces.1.1,variable,Central Chimpanzee,2.4897298643097225e-4,4
CentralChimpanzee.GTptt306.Feces.1.1,NA,Central Chimpanzee,0.06355035478650567,1021
CentralChimpanzee.MTptt350.Feces.1.1,aerobe,Central Chimpanzee,3.023888720895071e-4,6
CentralChimpanzee.MTptt350.Feces.1.1,facultative anaerobe,Central Chimpanzee,0.0025703054127608105,51
CentralChimpanzee.MTptt350.Feces.1.1,microaerobe or aerobe,Central Chimpanzee,5.0398145348251183e-5,1
CentralChimpanzee.MTptt350.Feces.1.1,microaerobe or anaerobe,Central Chimpanzee,0.008366092127809697,166
CentralChimpanzee.MTptt350.Feces.1.1,no taxonomic assignment,Central Chimpanzee,0.14272754762624737,2832
CentralChimpanzee.MTptt350.Feces.1.1,obligate anaerobe,Central Chimpanzee,0.774266706985183,15363
CentralChimpanzee.MTptt350.Feces.1.1,Streptophyta,Central Chimpanzee,0.0018143332325370426,36
CentralChimpanzee.MTptt350.Feces.1.1,NA,Central Chimpanzee,0.06990222759802439,1387
CentralChimpanzee.SYptt43.Feces.1.1,aerobe,Central Chimpanzee,4.9942566049043606e-5,3
CentralChimpanzee.SYptt43.Feces.1.1,facultative anaerobe,Central Chimpanzee,0.08343738034593551,5012
CentralChimpanzee.SYptt43.Feces.1.1,microaerobe or anaerobe,Central Chimpanzee,0.0025304233464848755,152
CentralChimpanzee.SYptt43.Feces.1.1,no taxonomic assignment,Central Chimpanzee,0.21779953053987913,13083
CentralChimpanzee.SYptt43.Feces.1.1,obligate anaerobe,Central Chimpanzee,0.6279611779786579,37721
CentralChimpanzee.SYptt43.Feces.1.1,Streptophyta,Central Chimpanzee,0.001265211673242438,76
CentralChimpanzee.SYptt43.Feces.1.1,NA,Central Chimpanzee,0.06695633354975113,4022
CentralChimpanzee.TCptt98.Feces.1.1,aerobe,Central Chimpanzee,5.076472502440611e-4,39
CentralChimpanzee.TCptt98.Feces.1.1,facultative anaerobe,Central Chimpanzee,0.012391799544419135,952
CentralChimpanzee.TCptt98.Feces.1.1,microaerobe or anaerobe,Central Chimpanzee,0.014943052391799544,1148
CentralChimpanzee.TCptt98.Feces.1.1,no taxonomic assignment,Central Chimpanzee,0.17991539212495933,13822
CentralChimpanzee.TCptt98.Feces.1.1,obligate anaerobe,Central Chimpanzee,0.6961926456231695,53485
CentralChimpanzee.TCptt98.Feces.1.1,NA,Central Chimpanzee,0.09604946306540839,7379
Cockatiel.1.Feces.1.1,aerobe,Cockatiel,5.103472913317512e-4,20
Cockatiel.1.Feces.1.1,facultative anaerobe,Cockatiel,0.09216872081451427,3612
Cockatiel.1.Feces.1.1,microaerobe or anaerobe,Cockatiel,2.5517364566587564e-5,1
Cockatiel.1.Feces.1.1,no taxonomic assignment,Cockatiel,0.00701727525581158,275
Cockatiel.1.Feces.1.1,obligate anaerobe,Cockatiel,0.8948939753502259,35070
Cockatiel.1.Feces.1.1,Streptophyta,Cockatiel,0.001582076603128429,62
Cockatiel.1.Feces.1.1,variable,Cockatiel,5.103472913317513e-5,2
Cockatiel.1.Feces.1.1,NA,Cockatiel,0.003751052591288372,147
Cockatiel.2.Feces.1.1,aerobe,Cockatiel,8.554807801984715e-5,3
Cockatiel.2.Feces.1.1,facultative anaerobe,Cockatiel,0.34986312307516826,12269
Cockatiel.2.Feces.1.1,no taxonomic assignment,Cockatiel,0.637646857533934,22361
Cockatiel.2.Feces.1.1,obligate anaerobe,Cockatiel,0.0031937949127409603,112
Cockatiel.2.Feces.1.1,Streptophyta,Cockatiel,0.009011064218090567,316
Cockatiel.2.Feces.1.1,NA,Cockatiel,1.9961218204631002e-4,7
Cow.cvs1.Feces.1.1,aerobe,Cow,0.0010649452781964742,65
Cow.cvs1.Feces.1.1,facultative anaerobe,Cow,8.847237695786094e-4,54
Cow.cvs1.Feces.1.1,microaerobe or anaerobe,Cow,0.0010485615046857593,64
Cow.cvs1.Feces.1.1,no taxonomic assignment,Cow,0.07973982567664985,4867
Cow.cvs1.Feces.1.1,obligate anaerobe,Cow,0.8531030867029294,52070
Cow.cvs1.Feces.1.1,Streptophyta,Cow,3.276754702142998e-5,2
Cow.cvs1.Feces.1.1,NA,Cow,0.06412608952093847,3914
Cow.cvs3.Feces.1.1,aerobe,Cow,2.29730684950873e-4,13
Cow.cvs3.Feces.1.1,facultative anaerobe,Cow,1.413727292005372e-4,8
Cow.cvs3.Feces.1.1,microaerobe or anaerobe,Cow,0.0021559341203081926,122
Cow.cvs3.Feces.1.1,no taxonomic assignment,Cow,0.0864494239061285,4892
Cow.cvs3.Feces.1.1,obligate anaerobe,Cow,0.8515232911571358,48186
Cow.cvs3.Feces.1.1,NA,Cow,0.0595002474022761,3367
Cow.cvs4.Feces.1.1,aerobe,Cow,8.678403173816018e-4,14
Cow.cvs4.Feces.1.1,facultative anaerobe,Cow,1.239771881973717e-4,2
Cow.cvs4.Feces.1.1,microaerobe or anaerobe,Cow,0.001177783287875031,19
Cow.cvs4.Feces.1.1,no taxonomic assignment,Cow,0.08151500123977189,1315
Cow.cvs4.Feces.1.1,obligate anaerobe,Cow,0.8588519712372924,13855
Cow.cvs4.Feces.1.1,Streptophyta,Cow,6.198859409868585e-5,1
Cow.cvs4.Feces.1.1,NA,Cow,0.05740143813538309,926
Cow.vsc2.Feces.1.1,aerobe,Cow,1.858666964053381e-4,10
Cow.vsc2.Feces.1.1,facultative anaerobe,Cow,5.5760008921601435e-5,3
Cow.vsc2.Feces.1.1,microaerobe or anaerobe,Cow,7.434667856213524e-4,40
Cow.vsc2.Feces.1.1,no taxonomic assignment,Cow,0.0704248912679826,3789
Cow.vsc2.Feces.1.1,obligate anaerobe,Cow,0.8701906992305118,46818
Cow.vsc2.Feces.1.1,NA,Cow,0.05839931601055723,3142
Crab.1.Gut.1.1,aerobe,Crab,0.04234194122885129,1902
Crab.1.Gut.1.1,facultative anaerobe,Crab,0.14485752448797862,6507
Crab.1.Gut.1.1,no taxonomic assignment,Crab,0.26108637577916294,11728
Crab.1.Gut.1.1,obligate anaerobe,Crab,0.5038290293855744,22632
Crab.1.Gut.1.1,NA,Crab,0.04788512911843277,2151
Crab.8.Gut.1.1,aerobe,Crab,0.0023203681126361744,59
Crab.8.Gut.1.1,facultative anaerobe,Crab,0.03071538128760766,781
Crab.8.Gut.1.1,no taxonomic assignment,Crab,0.5737601761906634,14589
Crab.8.Gut.1.1,obligate anaerobe,Crab,0.304872773036536,7752
Crab.8.Gut.1.1,variable,Crab,0.0051913320486097455,132
Crab.8.Gut.1.1,NA,Crab,0.08313996932394699,2114
Cricket.1.Gut.1.1,aerobe,Cricket,0.022000941936352016,654
Cricket.1.Gut.1.1,facultative anaerobe,Cricket,0.14482271412231715,4305
Cricket.1.Gut.1.1,no taxonomic assignment,Cricket,0.019545179304312724,581
Cricket.1.Gut.1.1,obligate anaerobe,Cricket,0.5754221893292067,17105
Cricket.1.Gut.1.1,variable,Cricket,0.012783421920204536,380
Cricket.1.Gut.1.1,NA,Cricket,0.2254255533876068,6701
Cricket.2.Gut.1.1,aerobe,Cricket,0.0154670563877725,889
Cricket.2.Gut.1.1,facultative anaerobe,Cricket,0.04774083546462063,2744
Cricket.2.Gut.1.1,intracellular,Cricket,3.4796527306574805e-5,2
Cricket.2.Gut.1.1,no taxonomic assignment,Cricket,0.03368303843276441,1936
Cricket.2.Gut.1.1,obligate anaerobe,Cricket,0.8421281556100702,48403
Cricket.2.Gut.1.1,variable,Cricket,8.003201280512205e-4,46
Cricket.2.Gut.1.1,NA,Cricket,0.06014579744941455,3457
Cricket.4.Gut.1.1,aerobe,Cricket,0.02121797154692508,1132
Cricket.4.Gut.1.1,facultative anaerobe,Cricket,0.06256677475586211,3338
Cricket.4.Gut.1.1,no taxonomic assignment,Cricket,0.23285411707371934,12423
Cricket.4.Gut.1.1,obligate anaerobe,Cricket,0.5847500515454256,31197
Cricket.4.Gut.1.1,variable,Cricket,1.8743791119191767e-4,10
Cricket.4.Gut.1.1,NA,Cricket,0.09842364716687597,5251
DaggerMoth.0.Gut.1.1,aerobe,DaggerMoth,0.5535590565412537,36753
DaggerMoth.0.Gut.1.1,facultative anaerobe,DaggerMoth,0.4455974937494352,29585
DaggerMoth.0.Gut.1.1,intracellular,DaggerMoth,1.5061601951983614e-5,1
DaggerMoth.0.Gut.1.1,no taxonomic assignment,DaggerMoth,6.777720878392625e-4,45
DaggerMoth.0.Gut.1.1,obligate anaerobe,DaggerMoth,3.0123203903967227e-5,2
DaggerMoth.0.Gut.1.1,NA,DaggerMoth,1.2049281561586891e-4,8
Dog.G.Feces.2.1,aerobe,Dog,0.00101142313184198,51
Dog.G.Feces.2.1,facultative anaerobe,Dog,0.006187529747739172,312
Dog.G.Feces.2.1,microaerobe or anaerobe,Dog,0.005652070442646359,285
Dog.G.Feces.2.1,no taxonomic assignment,Dog,0.004858797398064414,245
Dog.G.Feces.2.1,obligate anaerobe,Dog,0.9777090274472474,49300
Dog.G.Feces.2.1,NA,Dog,0.004581151832460733,231
Dog.O.Feces.1.1,aerobe,Dog,5.675924294913197e-4,29
Dog.O.Feces.1.1,facultative anaerobe,Dog,0.06619302057033254,3382
Dog.O.Feces.1.1,microaerobe or anaerobe,Dog,1.5657722192863994e-4,8
Dog.O.Feces.1.1,no taxonomic assignment,Dog,0.004442878672225158,227
Dog.O.Feces.1.1,obligate anaerobe,Dog,0.9153112950893469,46766
Dog.O.Feces.1.1,Streptophyta,Dog,1.5657722192863994e-4,8
Dog.O.Feces.1.1,NA,Dog,0.013172058794746835,673
Dog.O.Feces.2.1,aerobe,Dog,0.001174942798837425,57
Dog.O.Feces.2.1,facultative anaerobe,Dog,0.9678024447055429,46951
Dog.O.Feces.2.1,microaerobe or anaerobe,Dog,0.0019582379980623748,95
Dog.O.Feces.2.1,no taxonomic assignment,Dog,0.0013810731144229382,67
Dog.O.Feces.2.1,obligate anaerobe,Dog,0.02539525488013522,1232
Dog.O.Feces.2.1,Streptophyta,Dog,5.153257889637829e-4,25
Dog.O.Feces.2.1,NA,Dog,0.001772720714035413,86
Drosophila.PSWD11.Gut.1.1.fall,aerobe,Drosophila,0.021070360567834186,613
Drosophila.PSWD11.Gut.1.1.fall,facultative anaerobe,Drosophila,0.008043171897019903,234
Drosophila.PSWD11.Gut.1.1.fall,intracellular,Drosophila,0.9693740762382703,28202
Drosophila.PSWD11.Gut.1.1.fall,no taxonomic assignment,Drosophila,3.437252947444403e-5,1
Drosophila.PSWD11.Gut.1.1.fall,obligate anaerobe,Drosophila,2.0623517684666416e-4,6
Drosophila.PSWD11.Gut.1.1.fall,NA,Drosophila,0.001271783590554429,37
Drosophila.PSWD13.Gut.1.1.2016recent,aerobe,Drosophila,0.0032020626273547635,77
Drosophila.PSWD13.Gut.1.1.2016recent,facultative anaerobe,Drosophila,0.0031188921695013932,75
Drosophila.PSWD13.Gut.1.1.2016recent,intracellular,Drosophila,0.8666777560610471,20841
Drosophila.PSWD13.Gut.1.1.2016recent,obligate anaerobe,Drosophila,7.485341206803344e-4,18
Drosophila.PSWD13.Gut.1.1.2016recent,Streptophyta,Drosophila,4.158522892668524e-5,1
Drosophila.PSWD13.Gut.1.1.2016recent,NA,Drosophila,0.1262111697924897,3035
Drosophila.PSWD14.Gut.1.1.2016recent,aerobe,Drosophila,0.07771460688730843,3595
Drosophila.PSWD14.Gut.1.1.2016recent,facultative anaerobe,Drosophila,0.2475194016299531,11450
Drosophila.PSWD14.Gut.1.1.2016recent,intracellular,Drosophila,0.4604509392766813,21300
Drosophila.PSWD14.Gut.1.1.2016recent,no taxonomic assignment,Drosophila,0.001405131974318511,65
Drosophila.PSWD14.Gut.1.1.2016recent,NA,Drosophila,0.2129099202317387,9849
Drosophila.PSWD2.Gut.1.1.spring,aerobe,Drosophila,0.04867085173990545,1256
Drosophila.PSWD2.Gut.1.1.spring,facultative anaerobe,Drosophila,0.01681779431140045,434
Drosophila.PSWD2.Gut.1.1.spring,intracellular,Drosophila,0.9294737657909014,23986
Drosophila.PSWD2.Gut.1.1.spring,microaerobe or anaerobe,Drosophila,1.9375339068433697e-4,5
Drosophila.PSWD2.Gut.1.1.spring,no taxonomic assignment,Drosophila,3.875067813686739e-5,1
Drosophila.PSWD2.Gut.1.1.spring,obligate anaerobe,Drosophila,3.875067813686739e-5,1
Drosophila.PSWD2.Gut.1.1.spring,Streptophyta,Drosophila,3.875067813686739e-5,1
Drosophila.PSWD2.Gut.1.1.spring,NA,Drosophila,0.004727582732697823,122
EagleOwl.2.Feces.1.1,aerobe,Eagle Owl,0.002987206961491006,46
EagleOwl.2.Feces.1.1,facultative anaerobe,Eagle Owl,0.16578998636275083,2553
EagleOwl.2.Feces.1.1,microaerobe or anaerobe,Eagle Owl,0.004285992596921878,66
EagleOwl.2.Feces.1.1,no taxonomic assignment,Eagle Owl,0.017014091824144425,262
EagleOwl.2.Feces.1.1,obligate anaerobe,Eagle Owl,0.7525163971686474,11588
EagleOwl.2.Feces.1.1,NA,Eagle Owl,0.05740632508604455,884
EagleOwl.3.Feces.1.1,aerobe,Eagle Owl,0.0051677852348993285,77
EagleOwl.3.Feces.1.1,facultative anaerobe,Eagle Owl,0.19234899328859062,2866
EagleOwl.3.Feces.1.1,microaerobe or anaerobe,Eagle Owl,4.697986577181208e-4,7
EagleOwl.3.Feces.1.1,no taxonomic assignment,Eagle Owl,0.01879194630872483,280
EagleOwl.3.Feces.1.1,obligate anaerobe,Eagle Owl,0.713489932885906,10631
EagleOwl.3.Feces.1.1,NA,Eagle Owl,0.06973154362416108,1039
EasternChimpanzee.BI0054.Feces.1.1,aerobe,Eastern Chimpanzee,2.8219046196238564e-4,17
EasternChimpanzee.BI0054.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.020251315505535914,1220
EasternChimpanzee.BI0054.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,1.6599438938963862e-5,1
EasternChimpanzee.BI0054.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,1.4939495045067475e-4,9
EasternChimpanzee.BI0054.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.08067327324336437,4860
EasternChimpanzee.BI0054.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6530053284198994,39339
EasternChimpanzee.BI0054.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.01087263250502133,655
EasternChimpanzee.BI0054.Feces.1.1,variable,Eastern Chimpanzee,1.8259382832860248e-4,11
EasternChimpanzee.BI0054.Feces.1.1,NA,Eastern Chimpanzee,0.23456667164649836,14131
EasternChimpanzee.BI0055.Feces.1.1,aerobe,Eastern Chimpanzee,3.8866511200621865e-4,22
EasternChimpanzee.BI0055.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.007384637128118154,418
EasternChimpanzee.BI0055.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,3.533319200056533e-5,2
EasternChimpanzee.BI0055.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.008974630768143595,508
EasternChimpanzee.BI0055.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.11543353826584693,6534
EasternChimpanzee.BI0055.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.7330400678397286,41493
EasternChimpanzee.BI0055.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.009363295880149813,530
EasternChimpanzee.BI0055.Feces.1.1,variable,Eastern Chimpanzee,8.833298000141332e-5,5
EasternChimpanzee.BI0055.Feces.1.1,NA,Eastern Chimpanzee,0.12529149883400467,7092
EasternChimpanzee.BI0093.Feces.1.1,aerobe,Eastern Chimpanzee,3.22700356583894e-4,20
EasternChimpanzee.BI0093.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.0023395775852332315,145
EasternChimpanzee.BI0093.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.008293399164206076,514
EasternChimpanzee.BI0093.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.11533310744308373,7148
EasternChimpanzee.BI0093.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.7379834454717072,45738
EasternChimpanzee.BI0093.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.004372589831711764,271
EasternChimpanzee.BI0093.Feces.1.1,variable,Eastern Chimpanzee,3.22700356583894e-5,2
EasternChimpanzee.BI0093.Feces.1.1,NA,Eastern Chimpanzee,0.13132291011181568,8139
EasternChimpanzee.BI0097.Feces.1.1,aerobe,Eastern Chimpanzee,4.758505829169641e-4,18
EasternChimpanzee.BI0097.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.02799587596161472,1059
EasternChimpanzee.BI0097.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,5.287228699077379e-5,2
EasternChimpanzee.BI0097.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.001771221614190922,67
EasternChimpanzee.BI0097.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.0980252200808946,3708
EasternChimpanzee.BI0097.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6918074391307796,26169
EasternChimpanzee.BI0097.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.007217067174240622,273
EasternChimpanzee.BI0097.Feces.1.1,variable,Eastern Chimpanzee,1.3218071747693447e-4,5
EasternChimpanzee.BI0097.Feces.1.1,NA,Eastern Chimpanzee,0.17252227245089485,6526
EasternChimpanzee.BI0246.Feces.1.1,aerobe,Eastern Chimpanzee,8.239353210772954e-4,16
EasternChimpanzee.BI0246.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.0011844070240486122,23
EasternChimpanzee.BI0246.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,3.6047170297131675e-4,7
EasternChimpanzee.BI0246.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.001287398939183274,25
EasternChimpanzee.BI0246.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.09964467789278542,1935
EasternChimpanzee.BI0246.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6460682836397342,12546
EasternChimpanzee.BI0246.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.2113909058138936,4105
EasternChimpanzee.BI0246.Feces.1.1,NA,Eastern Chimpanzee,0.039239919666306196,762
EasternChimpanzee.BI0248.Feces.1.1,aerobe,Eastern Chimpanzee,2.457545894669583e-5,1
EasternChimpanzee.BI0248.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,2.2117913052026246e-4,9
EasternChimpanzee.BI0248.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0027033004841365412,110
EasternChimpanzee.BI0248.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.10564989801184538,4299
EasternChimpanzee.BI0248.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.7234523604728318,29438
EasternChimpanzee.BI0248.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.00754466589663562,307
EasternChimpanzee.BI0248.Feces.1.1,NA,Eastern Chimpanzee,0.16040402054508368,6527
EasternChimpanzee.BI0257.Feces.1.1,aerobe,Eastern Chimpanzee,1.4228394183432458e-4,10
EasternChimpanzee.BI0257.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,7.114197091716229e-5,5
EasternChimpanzee.BI0257.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0029168208076036537,205
EasternChimpanzee.BI0257.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.09453345095472525,6644
EasternChimpanzee.BI0257.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.7195298938561794,50570
EasternChimpanzee.BI0257.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.009490338920349449,667
EasternChimpanzee.BI0257.Feces.1.1,variable,Eastern Chimpanzee,2.8456788366864917e-5,2
EasternChimpanzee.BI0257.Feces.1.1,NA,Eastern Chimpanzee,0.1732876127600239,12179
EasternChimpanzee.BI0260.Feces.1.1,aerobe,Eastern Chimpanzee,1.8527782409723378e-4,10
EasternChimpanzee.BI0260.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,3.7055564819446756e-4,20
EasternChimpanzee.BI0260.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0020195282826598483,109
EasternChimpanzee.BI0260.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.13738350656809886,7415
EasternChimpanzee.BI0260.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6732440294221185,36337
EasternChimpanzee.BI0260.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.005169251292312823,279
EasternChimpanzee.BI0260.Feces.1.1,variable,Eastern Chimpanzee,1.852778240972338e-5,1
EasternChimpanzee.BI0260.Feces.1.1,NA,Eastern Chimpanzee,0.18160932318010856,9802
EasternChimpanzee.BI2414.Feces.1.1,aerobe,Eastern Chimpanzee,1.8339490162173493e-4,14
EasternChimpanzee.BI2414.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,7.335796064869396e-4,56
EasternChimpanzee.BI2414.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,1.3099635830123923e-5,1
EasternChimpanzee.BI2414.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.003576200581623831,273
EasternChimpanzee.BI2414.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.22761927218423328,17376
EasternChimpanzee.BI2414.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.5829075951688544,44498
EasternChimpanzee.BI2414.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.09244413005318453,7057
EasternChimpanzee.BI2414.Feces.1.1,NA,Eastern Chimpanzee,0.09252272786816526,7063
EasternChimpanzee.BI2415.Feces.1.1,aerobe,Eastern Chimpanzee,9.478672985781991e-4,37
EasternChimpanzee.BI2415.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.12294095042910208,4799
EasternChimpanzee.BI2415.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.001844498526962982,72
EasternChimpanzee.BI2415.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.11786857947995388,4601
EasternChimpanzee.BI2415.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6926091968745998,27036
EasternChimpanzee.BI2415.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.014858460356090689,580
EasternChimpanzee.BI2415.Feces.1.1,variable,Eastern Chimpanzee,2.0494428077366466e-4,8
EasternChimpanzee.BI2415.Feces.1.1,NA,Eastern Chimpanzee,0.048725502753938776,1902
EasternChimpanzee.PA0367.Feces.1.1,aerobe,Eastern Chimpanzee,0.042817010558946045,884
EasternChimpanzee.PA0367.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.01075268817204301,222
EasternChimpanzee.PA0367.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,9.687106461300009e-5,2
EasternChimpanzee.PA0367.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,2.4217766153250024e-4,5
EasternChimpanzee.PA0367.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.011382350092027512,235
EasternChimpanzee.PA0367.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.017630533759566018,364
EasternChimpanzee.PA0367.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.7982660079434273,16481
EasternChimpanzee.PA0367.Feces.1.1,variable,Eastern Chimpanzee,0.004940424295263005,102
EasternChimpanzee.PA0367.Feces.1.1,NA,Eastern Chimpanzee,0.11387193645258162,2351
EasternChimpanzee.PA0370.Feces.1.1,aerobe,Eastern Chimpanzee,1.3934986951784944e-4,11
EasternChimpanzee.PA0370.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.005535990270845473,437
EasternChimpanzee.PA0370.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0029136790899186703,230
EasternChimpanzee.PA0370.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.18083812612430009,14275
EasternChimpanzee.PA0370.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6970153791583268,55021
EasternChimpanzee.PA0370.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.018064810357495756,1426
EasternChimpanzee.PA0370.Feces.1.1,NA,Eastern Chimpanzee,0.09549266512959538,7538
EasternChimpanzee.PA1038.Feces.1.1,aerobe,Eastern Chimpanzee,0.1471379011274935,6786
EasternChimpanzee.PA1038.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.020641803989592367,952
EasternChimpanzee.PA1038.Feces.1.1,microaerobe,Eastern Chimpanzee,2.168256721595837e-5,1
EasternChimpanzee.PA1038.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0018647007805724196,86
EasternChimpanzee.PA1038.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.03768430182133565,1738
EasternChimpanzee.PA1038.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.5704032957502169,26307
EasternChimpanzee.PA1038.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.10836947094535994,4998
EasternChimpanzee.PA1038.Feces.1.1,variable,Eastern Chimpanzee,3.469210754553339e-4,16
EasternChimpanzee.PA1038.Feces.1.1,NA,Eastern Chimpanzee,0.11352992194275802,5236
EasternChimpanzee.PA1039.Feces.1.1,aerobe,Eastern Chimpanzee,0.16729265081700612,8641
EasternChimpanzee.PA1039.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.023232401455897157,1200
EasternChimpanzee.PA1039.Feces.1.1,microaerobe,Eastern Chimpanzee,9.680167273290482e-5,5
EasternChimpanzee.PA1039.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0018973127855649345,98
EasternChimpanzee.PA1039.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.04104390923875165,2120
EasternChimpanzee.PA1039.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.5639084643382638,29127
EasternChimpanzee.PA1039.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.0715945171532564,3698
EasternChimpanzee.PA1039.Feces.1.1,variable,Eastern Chimpanzee,5.808100363974289e-4,30
EasternChimpanzee.PA1039.Feces.1.1,NA,Eastern Chimpanzee,0.13035313250212963,6733
EasternChimpanzee.PA1044.Feces.1.1,aerobe,Eastern Chimpanzee,3.129041678835162e-5,3
EasternChimpanzee.PA1044.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.0020755976469606576,199
EasternChimpanzee.PA1044.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.004568400851099337,438
EasternChimpanzee.PA1044.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.08726897242271267,8367
EasternChimpanzee.PA1044.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.8441215736993617,80931
EasternChimpanzee.PA1044.Feces.1.1,Streptophyta,Eastern Chimpanzee,4.4849597396637324e-4,43
EasternChimpanzee.PA1044.Feces.1.1,NA,Eastern Chimpanzee,0.06148566898911093,5895
EasternChimpanzee.PA1049.Feces.1.1,aerobe,Eastern Chimpanzee,0.25465910109769063,19882
EasternChimpanzee.PA1049.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.02680824356691814,2093
EasternChimpanzee.PA1049.Feces.1.1,microaerobe,Eastern Chimpanzee,0.002945960831529466,230
EasternChimpanzee.PA1049.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,7.172774198506526e-4,56
EasternChimpanzee.PA1049.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.09154253070843954,7147
EasternChimpanzee.PA1049.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.35608981337978557,27801
EasternChimpanzee.PA1049.Feces.1.1,Streptophyta,Eastern Chimpanzee,5.763836409514172e-4,45
